gene_sz_lastname;gene_sz_firstname;country;gene_i_birthdate;gene_i_size;gene_i_weight;charac_i_plain;charac_i_mountain;charac_i_downhilling;charac_i_cobble;charac_i_timetrial;charac_i_prologue;charac_i_sprint;charac_i_acceleration;charac_i_endurance;charac_i_resistance;charac_i_recuperation;charac_i_hill;charac_i_baroudeur
Kalf;Steven;Estonia;19950417;0;0;65;60;63;60;61;60;65;64;63;62;61;61;61
Relaes;Jacob;Belgium;19960518;0;0;65;62;63;61;60;60;67;69;65;64;61;66;64
Miles;Carson;Canada;20000702;0;0;62;62;62;60;60;62;63;65;61;62;61;61;63
Plamondon;Robin;Canada;20000107;0;0;64;60;62;61;60;62;63;63;61;63;62;64;60
Muela;Albert;Spain;19960513;0;0;62;63;61;60;60;60;60;62;61;62;61;63;64
Feeley;Daire;Ireland;19961204;0;0;64;62;65;62;60;60;61;63;63;63;63;66;64
Loohuis;Lars;Netherlands;20001004;0;0;67;60;62;64;60;61;62;63;66;65;61;62;62
Pluimers;Rick;Netherlands;20001207;179;0;73;61;64;68;62;67;71;70;71;72;64;68;71
Okubo;Jin;Japan;19881008;0;0;66;60;65;60;60;68;68;71;62;66;64;64;61
Fukuda;Shinpei;Japan;19871122;167;70;67;60;64;60;60;65;68;67;64;63;64;61;60
Fagerhaug;Petter;Norway;19980929;0;0;62;62;71;64;60;60;60;63;63;64;60;64;65
Laverde;Luis Felipe;Colombia;19790706;0;0;63;69;62;60;64;62;65;68;65;64;68;69;71
Lange;Colby;United States;19990629;0;0;65;60;60;60;66;60;60;63;63;62;60;60;60
Arai;Yuki;Japan;19950525;177;0;61;60;61;60;60;61;60;61;61;61;60;60;60
Vaubourzeix;Thomas;France;19890616;178;70;67;65;71;63;62;63;63;66;65;67;67;68;75
Juarez;Daniel;Argentina;19880314;0;0;61;66;68;60;60;60;62;66;62;66;63;68;72
García;Joaquín;Argentina;19960702;0;0;65;60;61;60;65;60;60;63;63;63;60;62;60
Deshsko;Roman;Ukraine;19980906;0;0;63;60;62;60;60;60;60;60;60;60;60;61;63
Duma;Pavlo;Ukraine;19970126;0;0;65;60;60;60;64;60;60;60;60;61;60;60;60
Klepikov;Illya;Ukraine;19940202;0;0;66;62;60;60;63;64;61;64;60;67;64;66;60
Kryvych;Oleksander;Ukraine;19990908;0;0;62;60;60;60;60;60;61;60;60;60;60;60;60
Malieiev;Tymur;Ukraine;19960216;0;0;67;60;62;60;60;66;68;69;64;64;63;65;60
Mammadov;Mahmud;Azerbaijan;20000521;0;0;65;60;60;60;60;60;60;63;60;60;60;60;63
Musiienko;Bohdan;Ukraine;19970711;0;0;64;63;61;60;60;60;62;66;62;63;60;66;64
Romanenkov;Valeriy;Ukraine;19990929;0;0;63;64;62;60;60;60;60;60;62;65;64;65;60
Rozhonyuk;Andriy;Ukraine;19970427;0;0;62;63;68;60;62;60;60;60;60;62;60;63;67
Zubenko;Mykyta;Ukraine;19950330;0;0;65;64;65;60;60;63;63;67;65;63;65;67;65
Erdenebat;Bilguunjargal;Mongolia;19970307;0;0;67;60;60;60;66;67;66;68;64;65;60;62;62
Akhramenka;Yauheni;Belarus;19950630;181;78;65;60;62;62;60;64;63;66;65;65;60;62;70
Baterdene;Narankhuu;Mongolia;19950223;173;73;65;60;60;60;60;63;64;65;60;60;60;60;61
Zhukovskyy;Rostyslav;Ukraine;19900625;0;0;61;63;62;60;60;60;60;62;62;61;61;64;60
Pohorelov;Vladyslav;Ukraine;19951105;0;0;60;65;63;60;60;60;60;60;63;65;64;66;66
Iderbold;Bold;Mongolia;19980627;177;58;65;60;60;60;64;60;63;63;60;61;60;62;60
Chapman;Kai;Australia;19990820;0;0;62;60;61;60;60;60;60;60;61;61;61;60;60
Donohoe;Alistair;Australia;19950303;170;62;66;64;67;62;62;63;63;66;64;66;65;68;72
Freiberg;Michael;Australia;19901010;193;82;71;62;69;60;66;66;71;71;66;70;64;68;68
Gilmore;Zachary;Australia;19990429;186;0;64;60;62;60;60;60;63;64;62;63;61;61;60
Jones;Taj;Australia;20000726;188;82;66;62;64;64;60;60;71;72;68;67;63;63;63
Porter;Alexander;Australia;19960513;0;0;65;61;64;61;63;62;60;62;63;63;60;64;61
Rice;Matthew;Australia;20000502;183;0;65;60;61;61;60;61;67;68;62;63;60;60;60
O'Brien;Kelland;Australia;19980522;192;79;75;64;69;70;72;70;64;67;71;74;65;70;72
Welsford;Sam;Australia;19960119;180;69;75;62;66;64;64;65;76;75;73;74;64;64;63
Livingstone;Peter;Australia;19970103;184;73;63;65;63;60;60;61;60;62;62;63;64;64;63
Metcalfe;Ben;Australia;20000527;172;59;62;65;63;60;60;60;61;65;62;63;61;64;63
Van Dam;Ben;Australia;19921113;0;0;63;60;61;60;65;63;60;61;61;64;60;60;60
White;Nicholas;Australia;19970906;0;0;68;65;69;61;60;60;70;72;67;70;64;69;70
Burtnik;Evan;Canada;19970403;0;0;64;60;63;60;60;63;63;65;63;63;60;64;62
Caputo;Paolo;Hong Kong;19740728;0;0;63;63;65;60;60;60;60;64;62;65;63;65;62
Diniz;Nicholas;Canada;19990323;0;0;62;60;63;60;60;60;60;60;60;60;60;63;60
Elliott;William;Canada;19950404;0;0;61;64;65;60;60;62;60;65;63;63;64;66;65
McKenna;Dylan;Australia;19980618;0;0;64;63;60;60;61;61;63;68;61;64;61;67;61
Rupes;Martin;Canada;19951120;0;0;60;62;64;60;60;60;60;62;60;60;60;62;60
Sens;Connor;Australia;19990727;184;70;66;60;60;60;66;60;60;61;62;63;60;60;60
Walsh;Edward;Canada;19961122;0;0;65;60;63;61;61;62;66;66;62;61;63;65;64
Wong;Kai Chun;Hong Kong;19951025;0;0;63;60;60;60;64;62;60;64;60;60;60;61;63
Yeung;Man Chun;Hong Kong;19960104;0;0;60;60;60;60;60;60;62;65;61;60;60;60;60
Aerts;Thijs;Belgium;19961103;180;68;67;60;72;66;60;62;65;67;64;67;61;66;64
Aerts;Toon;Belgium;19931019;188;72;72;62;73;72;67;68;70;75;69;74;64;72;71
Van der Haar;Lars;Netherlands;19910723;169;58;69;65;77;65;63;65;71;73;66;69;64;70;74
Van Kessel;Corné;Netherlands;19910807;177;68;69;61;74;68;60;62;69;72;67;72;63;70;62
Byukusenge;Patrick;Rwanda;19910601;0;0;65;65;65;60;60;62;64;67;64;65;64;66;69
Hategeka;Gasore;Rwanda;19870301;0;0;66;63;65;60;60;60;61;64;65;64;64;64;68
Manizabayo;Eric;Rwanda;20000110;0;0;66;67;64;60;60;60;62;65;63;66;67;68;68
Munyaneza;Didier;Rwanda;19960807;0;0;66;64;66;60;60;60;66;69;64;66;64;68;71
Nkurunziza;Yves;Rwanda;20000113;0;0;63;62;62;60;60;60;61;62;62;62;61;63;63
Nsengimana;Jean Bosco;Rwanda;19931104;0;0;67;66;66;60;65;65;63;67;65;66;65;66;70
Nzafashwanayo;Jean Claude;Rwanda;20000804;0;0;62;60;61;60;60;60;60;61;61;61;60;61;61
Uwizeyimana;Bonaventure;Rwanda;19930104;0;0;68;62;67;60;61;62;68;69;65;67;65;65;71
Bzdak;Cezary;Poland;20001026;0;0;63;60;64;62;60;60;61;62;62;60;60;63;61
Kostecki;Patryk;Poland;19930817;0;0;65;60;67;60;61;61;62;63;61;62;61;63;64
Domin;Krzysztof;Poland;20001226;179;59;62;60;62;60;60;61;60;63;60;60;60;60;63
Bartkiewicz;Andrzej;Poland;19911024;0;0;68;60;63;60;66;67;67;69;64;63;61;60;60
Gasiorowski;Mariusz;Poland;19960604;0;0;63;60;60;62;60;60;60;63;60;60;60;60;61
Gutek;Mikolaj;Poland;19961029;0;0;64;60;60;60;64;60;60;60;63;62;60;60;60
Kloc;Dawid;Poland;19980820;0;0;61;60;67;60;60;60;60;60;62;65;60;64;64
Manowski;Mateusz;Poland;19990406;0;0;65;60;62;60;60;60;60;66;62;60;60;60;66
Zielinski;Kamil;Poland;19880303;176;61;67;62;68;64;63;64;69;70;65;71;64;68;73
Basson;Gustav;South Africa;19960223;0;0;66;60;61;60;67;65;69;68;64;66;61;64;63
Downes;Brandon;South Africa;19910312;0;0;63;64;67;60;60;60;60;62;63;65;61;65;66
Harris;Ryan;South Africa;19980313;0;0;66;60;62;60;60;60;60;60;64;62;60;63;65
Oosthuizen;Jason;South Africa;19990505;0;0;64;65;64;60;65;63;62;65;64;65;64;66;65
Pretorius;Michael;South Africa;19981207;0;0;60;63;65;60;60;60;63;60;60;60;60;60;60
Venceslau;Flavio;South Africa;19971201;0;0;63;60;60;60;60;63;62;61;60;60;60;60;61
Cuthbert;Tristan;South Africa;19980326;0;0;62;63;61;60;62;60;60;60;60;60;60;62;60
Hoffman;Nolan;South Africa;19850423;0;0;67;62;71;61;61;62;69;69;65;66;64;64;60
Joubert;Esias;South Africa;19990305;0;0;62;61;64;60;60;61;60;65;62;65;61;65;66
Maree;David;South Africa;19890831;0;0;63;60;62;60;60;60;63;64;61;61;60;61;64
Neethling;Henry;South Africa;19980814;0;0;63;60;60;60;65;60;60;61;63;62;60;60;60
Potgieter;Bradley;South Africa;19890511;0;0;62;60;66;60;60;60;63;63;61;61;60;63;68
Storm;Jandre;South Africa;19970617;0;0;60;61;60;60;60;60;60;62;60;61;62;62;60
Van der Merwe;Ruben;South Africa;19961125;0;0;60;62;64;60;60;60;60;60;62;60;61;60;65
Van Heerden;Steven;South Africa;19930806;0;0;63;66;67;60;60;61;60;65;64;63;65;67;67
Chiu;Tsun Hin;Hong Kong;19940627;0;0;63;60;60;60;63;60;60;60;60;60;60;60;60
Cheung;Chun Woh;Hong Kong;19881225;0;0;60;60;60;60;60;60;60;60;60;60;60;60;61
Wan;Yiu Him;Hong Kong;20001227;0;0;62;60;60;60;60;60;60;63;60;62;60;60;63
Schmidt;Jordan;Australia;19981112;0;0;64;60;60;60;60;60;60;60;62;62;60;60;63
Hammerschmid;Raphael;Austria;19960105;0;0;64;63;65;60;61;60;64;67;63;63;62;65;62
Hammerschmid;Marvin;Austria;19960105;0;0;65;61;63;60;60;61;65;66;64;66;61;65;61
Holland;Michael;Austria;20000410;0;0;63;61;62;60;60;61;61;63;63;62;60;63;61
Viehberger;Lukas;Austria;20000414;0;0;61;60;61;60;60;61;60;62;61;61;60;60;60
Brück;Victor;Germany;19960704;0;0;66;62;65;60;63;62;61;63;64;64;62;65;63
Heidemann;Miguel;Germany;19980127;187;0;67;68;66;60;75;73;62;61;67;70;68;68;63
Jung;Lennart;Germany;20000403;0;0;64;62;63;60;60;60;61;64;62;63;61;63;62
Knauer;Florenz;Germany;19890108;177;0;67;60;63;61;60;61;67;68;64;65;63;60;64
Obersteiner;Florian;Germany;19951011;0;0;64;62;64;60;61;62;64;65;63;63;61;63;63
Tarlton;Alexander;Germany;20001006;0;0;66;68;66;60;60;60;61;64;65;65;65;66;64
Weispfennig;Nils;Germany;20000424;0;0;64;60;62;61;60;61;62;63;63;62;61;61;60
Baccio;Paolo;Italy;19970923;0;0;66;62;64;60;67;66;67;68;65;65;64;67;65
Bagioli;Andrea;Italy;19990323;176;60;74;74;72;62;70;73;72;77;72;74;69;77;75
Baldaccini;Davide;Italy;19980522;176;0;64;60;64;60;60;60;61;63;63;64;60;65;63
Botta;Davide;Italy;19970225;0;0;60;65;67;60;60;60;60;65;65;63;63;65;62
Covi;Alessandro;Italy;19980928;176;66;74;73;74;70;65;66;72;78;74;76;72;78;73
Dorigoni;Jakob;Italy;19980310;0;0;62;60;62;60;60;60;60;64;63;62;60;64;63
Double;Paul;United Kingdom;19960625;171;56;65;71;72;60;60;60;62;70;67;68;69;72;69
Duranti;Jalel;Italy;19940404;0;0;65;60;60;60;60;65;68;70;64;63;64;61;60
Garavaglia;Giacomo;Italy;19960703;177;65;68;68;62;60;60;61;66;69;69;69;61;72;68
Holec;Richard;Czech Republic;19990123;180;0;64;60;60;60;62;66;68;68;63;63;62;63;60
Masotto;Giulio;Italy;19990514;185;0;64;60;60;60;61;63;66;68;60;61;61;61;60
Meo;Felix James;New Zealand;19970403;182;0;63;60;60;60;62;60;60;62;62;60;60;62;60
Pierantozzi;Lucio;Italy;19981102;0;0;63;60;62;60;60;60;60;61;60;60;61;62;64
Rocchetti;Filippo;Italy;19960126;0;0;65;61;64;60;63;61;63;65;62;66;62;65;63
Toniatti;Andrea;Italy;19920813;0;0;65;62;64;60;61;61;66;66;63;64;62;66;65
Pawlak;Tobiasz;Poland;19951124;189;79;67;60;65;60;61;66;66;68;64;66;64;65;68
Laton;Eryk;Poland;19930822;184;76;70;60;65;62;60;65;70;69;66;68;65;62;61
Kus;Adam;Poland;19990202;0;0;65;60;60;60;60;60;60;62;60;60;62;60;64
Budzinski;Tomasz;Poland;19980424;177;69;65;68;69;60;60;63;64;68;65;64;66;66;68
Swanson;Kyle;United States;19971028;0;0;63;60;65;60;60;60;60;60;60;60;60;61;63
Budzinski;Marcin;Poland;19980424;178;70;67;64;63;62;60;60;67;68;67;67;63;69;66
Abd Rasim;Mohamad Saari Amri;Malaysia;19980804;0;0;63;60;63;60;60;61;63;64;62;63;61;61;60
Mirafuentes;Emiliano;Mexico;19990302;0;0;65;60;61;60;60;67;67;66;63;63;63;60;60
Mirafuentes;Eugenio;Mexico;19991227;0;0;60;65;66;60;60;60;60;63;62;64;62;65;64
Schellenberg;Thomas;Canada;20000808;0;0;62;62;64;60;60;62;61;61;64;63;60;65;66
Kropf;Joshua;Canada;19960808;0;0;65;60;65;60;60;64;65;66;63;65;60;65;65
Cullen;Jake;Canada;19960809;0;0;63;60;60;60;60;60;60;60;60;60;60;60;60
Nanclares;Jesus Angel;Spain;19940107;0;0;66;60;62;60;65;60;60;63;62;60;62;60;60
Martins;Ricardo;Portugal;20000921;0;0;61;63;62;60;62;60;60;62;60;60;61;62;60
Ribeiro;Diogo;Portugal;20000117;0;0;65;60;60;60;65;60;60;63;62;60;60;60;60
Simão;Rúben;Portugal;20001008;0;0;63;60;64;60;60;62;61;65;63;60;60;64;60
Eriksson;Christoffer;Sweden;20000505;0;0;60;60;60;60;60;60;60;60;60;60;60;60;61
Guama;Byron;Ecuador;19850614;165;61;66;67;73;60;60;60;68;69;65;69;69;70;67
Haro;Wilson;Ecuador;19980105;0;0;64;69;62;60;61;62;61;66;61;65;67;67;65
Montenegro;Santiago;Ecuador;19980515;0;0;64;65;63;60;60;60;62;65;62;64;63;67;65
Montenegro;Lenin Javier;Ecuador;20000929;0;0;63;60;60;60;65;60;60;60;63;63;60;60;60
Paredes;Anderson;Venezuela;19950320;0;0;63;67;64;60;61;61;61;63;62;62;62;64;64
Pita Bolanos;Cristian;Ecuador;19950206;0;0;67;61;68;60;60;66;69;72;65;65;65;66;60
Quinteros;Alexis;Ecuador;19971001;0;0;60;63;62;60;60;60;60;60;60;60;62;62;60
Bolton;Thomas;Australia;19981120;0;0;63;60;63;60;60;60;63;64;62;62;61;62;60
Plowright;Jensen;Australia;20000515;176;80;70;60;64;64;60;60;73;72;64;70;62;61;60
Martin;Oliver;Australia;19950623;0;0;65;65;64;60;63;61;62;64;62;64;62;67;67
Thomas;Ryan;Australia;19950202;0;0;66;64;66;60;61;66;67;68;64;66;63;66;66
Budyak;Anatoliy;Ukraine;19950929;169;53;67;74;68;60;61;62;61;70;66;70;66;72;69
Avella;Juan Josoe;Argentina;19980201;0;0;60;60;63;60;60;60;60;63;60;60;61;62;60
Naranjo;Nicolás;Argentina;19900710;0;0;68;60;61;60;61;65;72;73;63;65;64;64;60
Richeze;Adrián;Argentina;19890429;0;0;66;60;65;60;60;66;70;71;65;65;65;66;60
Richeze;Mauro;Argentina;19851207;0;0;65;60;64;60;60;65;68;71;64;67;63;62;64
Velardez;Leonardo;Argentina;19940917;0;0;62;64;65;60;60;60;60;60;60;62;64;61;65
Escuela;Ricardo;Argentina;19830523;0;0;67;69;68;60;61;64;70;66;65;67;68;66;60
Lopez;Franco;Argentina;19880720;0;0;60;67;68;60;60;60;60;66;67;65;63;66;69
Roberto;Washington;Argentina;19990514;0;0;62;60;62;60;62;60;60;60;60;62;60;60;62
Gamero;Alonso;Ecuador;19921223;0;0;64;67;68;60;64;63;61;64;65;66;66;68;67
Lyons;Angus;Australia;19960112;180;0;65;68;65;63;64;63;61;66;65;65;65;69;71
Sergis;Kaspars;Latvia;19920612;191;75;65;61;64;60;60;61;61;64;64;64;62;63;69
Brown;Connor;Australia;19980806;187;74;68;65;66;61;68;67;62;66;66;69;69;67;66
Hailemichael;Mulu;Ethiopia;19990112;158;50;62;70;63;60;60;60;62;68;64;65;66;68;69
Tesfatsion;Natnael;Eritrea;19990523;175;58;69;73;63;60;60;61;70;75;70;74;69;75;72
Konychev;Alexander;Italy;19980725;185;76;73;63;64;68;62;68;73;71;71;72;62;64;73
Jones;Ollie;New Zealand;19960423;189;75;65;69;61;60;63;62;61;63;64;67;65;67;65
Molini;Federico;Italy;19990104;0;0;64;60;63;60;60;63;62;65;60;62;61;63;64
Huang;Wen Chung;Taiwan;19900920;0;0;67;63;65;60;60;61;62;62;65;64;65;64;61
Carneiro;Joao;Portugal;19990831;0;0;62;63;62;60;60;60;60;60;60;60;60;62;60
Costa;Fábio;Portugal;19990704;0;0;65;60;61;60;60;60;67;67;63;64;62;64;60
Fernandes;Venceslau;Portugal;19960124;0;0;63;63;65;60;60;60;60;63;63;63;62;64;64
Gonçalves;Hélder;Portugal;20000616;176;55;62;63;62;60;60;61;62;64;62;65;63;65;65
Lopes;Pedro Miguel;Portugal;19990707;0;0;63;63;64;60;61;60;60;63;62;63;63;66;67
Lopes;Pedro José;Portugal;19990127;0;0;62;63;60;60;64;62;61;61;63;61;61;62;61
Lourenco;Rafael;Portugal;19971001;178;67;63;63;67;61;60;63;63;64;63;64;61;66;68
Rocha;Felipe;Portugal;19971220;0;0;60;63;65;60;60;60;60;60;60;62;62;63;63
Sousa;José;Portugal;19990716;172;59;61;65;63;60;60;60;60;60;62;62;63;63;60
Crista;Daniel;Romania;19910119;0;0;68;63;67;60;64;70;66;66;65;66;64;65;67
Dima;Emil;Romania;19970222;0;0;67;69;66;60;63;64;66;69;64;67;67;67;72
Dobre;Vlad-Nicolae;Romania;19951208;0;0;65;63;64;60;62;64;62;65;64;63;62;64;66
Jitaru;Ciprian;Romania;20000915;0;0;63;61;61;60;60;60;60;62;62;61;61;62;61
Vulcan;Denis Marian;Romania;19990818;0;0;64;63;65;60;60;61;62;64;64;63;61;65;64
Kearney;Aaron;Ireland;19981227;0;0;64;60;62;60;60;60;62;63;63;62;63;61;60
Lizde;Seid;Italy;19950708;183;70;70;61;66;63;67;67;71;71;65;73;68;66;72
Archibald;John;United Kingdom;19901114;0;0;71;60;60;60;75;70;63;68;66;72;60;66;67
Brown;William;United Kingdom;19921126;0;0;65;60;62;62;60;60;60;60;60;60;61;60;65
Dalton;Alex;United Kingdom;19961127;0;0;63;60;60;60;62;60;60;60;60;60;60;60;60
Hopper;Ed;United Kingdom;19860726;0;0;60;64;63;60;60;60;60;64;63;60;64;64;62
Jones;Richard;United Kingdom;19920930;0;0;61;65;65;60;60;60;60;60;64;63;61;66;65
Kyffin;Zeb;United Kingdom;19980223;0;0;64;60;60;63;64;60;60;60;62;62;60;60;60
Lewis;Gruffudd;United Kingdom;19871110;0;0;63;62;66;62;61;63;62;66;63;63;61;67;67
Luhrs;Alex;United Kingdom;19940104;0;0;60;60;60;60;60;60;60;60;60;62;60;60;64
Rees;Jack;United Kingdom;19890512;0;0;60;60;60;60;60;60;62;65;60;63;61;60;62
Sherriffs;Chris;United Kingdom;19920831;171;58;60;65;65;60;60;60;60;63;62;65;64;65;63
Wilson;Simon;United Kingdom;19800108;0;0;68;60;60;60;65;60;60;60;64;64;60;60;60
Ay;Enes;Turkey;19960604;0;0;65;62;64;60;60;60;62;66;63;64;62;66;66
Do?an;Halil ?brahim;Turkey;20001006;0;0;65;68;63;60;60;60;63;66;64;65;62;65;66
Tiryaki;Oguzhan;Turkey;19981106;0;0;66;62;63;60;60;62;68;69;64;64;62;64;60
Turgut;Onur;Turkey;19981018;0;0;66;62;65;60;60;61;64;65;63;64;62;65;65
Cuadrado;Unai;Spain;19970926;0;0;64;69;63;60;60;60;62;67;66;67;68;71;65
Naveda;Ángel;Argentina;20000408;0;0;60;65;64;60;60;60;60;62;60;63;60;65;64
Lindorff;Tyler;Australia;20000322;175;60;63;60;62;60;64;63;60;62;61;63;60;61;60
Bongiorno;Francesco;Italy;19900901;172;56;66;70;65;60;64;64;62;69;67;68;69;71;71
Gebremedhin;Awet;Sweden;19920205;176;59;65;66;64;60;60;61;61;64;63;65;68;70;67
Kanepejs;Deins;Latvia;19951005;0;0;68;60;65;60;63;65;67;69;64;68;63;64;64
Gavars;Eriks Toms;Latvia;19970420;0;0;67;64;66;60;62;63;62;66;64;67;63;67;66
Pelcers;Kristaps;Latvia;19991118;0;0;63;62;62;60;60;61;61;64;63;63;61;64;64
Ansons;Kristers;Latvia;19990907;184;78;65;63;65;61;61;64;65;67;64;65;62;66;65
Starchyk;Volodymyr;Ukraine;19800413;0;0;63;65;67;60;60;60;60;60;64;63;65;65;60
Kingsolver;Ryan;United States;19960820;0;0;64;60;60;60;60;64;65;66;60;60;60;60;60
Boardman;Samuel;United States;19950908;0;0;66;62;63;60;66;65;65;66;60;64;60;61;60
Gullickson;Finn;United States;20000502;0;0;62;60;60;60;60;62;61;63;60;60;60;61;60
Jastrab;Ryan;United States;20000717;0;0;64;60;63;60;60;65;65;66;62;62;62;63;60
Ross;Kent;United States;19961202;0;0;63;62;64;60;60;60;61;62;63;63;60;65;62
Gomez;Oscar Alfredo;Argentina;19810730;0;0;61;64;66;60;60;60;60;61;63;65;65;65;60
Scott;Cameron;Australia;19980104;183;0;69;61;65;63;60;60;71;72;65;68;64;64;64
Potter;Michael;Australia;19971106;0;0;69;63;68;60;64;67;67;69;65;68;63;68;70
Orchard;Toby;Australia;19960520;0;0;66;61;66;60;62;67;65;67;65;65;62;64;61
Noble;Jonathon;Australia;19960709;192;0;63;61;63;60;60;61;60;62;63;61;61;62;62
MacKay;Ashley;Australia;19960126;189;0;64;60;65;60;60;62;62;64;64;62;62;62;61
Heming;Mika;Germany;20000108;183;68;68;63;65;60;60;63;70;70;68;69;67;68;66
Walls;Matthew;United Kingdom;19980420;0;0;74;62;68;60;63;69;77;78;72;73;64;68;64
Röber;Dominik;Germany;19991012;187;67;64;66;64;60;64;60;61;63;65;64;67;68;60
Dinkler;Jonathan;Germany;19950508;176;61;62;66;67;60;60;60;60;60;64;63;63;66;65
Käßmann;Fabian;Germany;19981016;176;65;61;60;61;60;60;60;60;60;60;60;60;61;67
Stark;Immanuel;Germany;19941010;0;0;62;68;67;60;66;63;60;66;65;66;68;70;72
Aschenbrenner;Michel;Germany;19991107;184;69;67;62;67;60;60;66;70;71;60;65;63;65;60
Jägeler;Paul Konrad;Germany;20010108;0;0;65;60;60;60;60;66;65;66;60;60;60;60;60
Mottier;Justin;France;19930914;181;68;66;61;64;60;62;64;62;65;62;63;61;66;70
Saidi;Nassim;Algeria;19941209;0;0;69;60;63;60;61;62;66;67;66;66;62;62;61
Leon;Bernardo;Bolivia;19931115;0;0;60;63;62;60;60;60;60;60;60;60;60;60;60
Carpenter;Lawrence;United Kingdom;19930802;0;0;64;62;64;61;60;61;64;65;62;63;62;64;65
Tulett;Daniel;United Kingdom;19990703;170;56;62;60;62;60;60;60;63;64;61;62;60;61;60
Healy;Ben;Ireland;20000911;0;65;73;68;70;67;69;67;63;68;70;74;68;73;73
Casanovas;David;Spain;19970401;0;0;62;60;61;60;60;60;60;60;62;61;61;61;62
Ponce Alvarez;Samuel;Andorra;19911128;0;0;62;60;60;60;60;60;60;60;62;62;61;62;62
Arana;Sait;United States;19930716;0;0;64;65;66;60;62;65;67;66;64;63;65;67;66
Carr;Adam;United States;19830107;0;0;63;60;64;60;60;60;60;60;60;60;62;62;60
Dawson;David;United States;19920103;0;0;60;60;67;60;61;60;60;62;62;60;60;60;60
Dewald;Ryan;United States;19790711;0;0;64;60;63;60;60;60;60;60;63;63;63;60;65
Jones;Michael;United States;19780119;0;0;60;64;64;60;60;60;60;60;60;61;60;62;60
Kuhfahl;Johnny;United States;19981029;0;0;67;60;60;60;61;65;66;67;63;62;60;60;64
Mcquerry;Justin;United States;19951119;177;78;64;60;62;62;60;60;60;65;62;64;60;63;66
Menegotto;Jacopo;Italy;20000726;0;0;64;62;64;60;60;60;62;65;64;66;62;67;67
Burchio;Federico;Italy;19960321;0;0;64;60;63;60;60;63;68;68;64;62;63;64;60
Pitzanti;Orlando;Italy;20000402;0;0;61;64;65;60;60;60;60;60;61;62;60;62;60
Carenza;Antonio;Italy;20000206;0;0;64;60;60;60;60;60;60;62;60;60;60;63;64
Belogi;Matteo;Italy;19991003;0;0;60;60;60;60;60;61;62;63;60;60;60;60;61
Lopez;Harold Martin;Ecuador;20001203;0;0;64;73;65;60;66;64;64;67;66;68;67;71;64
Aurignac;Samy;France;19921221;0;0;65;63;63;60;60;61;63;64;63;64;60;64;61
Bechlagheme;Abderahmane;Algeria;19950706;0;0;65;61;64;60;60;61;61;63;64;62;61;63;66
Fiala;Petr;Czech Republic;19950830;0;0;64;61;64;60;60;60;67;69;63;64;63;64;61
Honsa;František;Czech Republic;20000619;0;0;61;66;63;60;61;62;61;62;60;64;66;63;62
Ryba;Jan;Czech Republic;19950325;178;70;65;60;65;60;60;61;68;68;64;64;61;62;60
Schühler;Tomáš;Czech Republic;19941219;0;0;63;63;61;60;60;61;63;64;62;62;62;62;63
Schuran;Michal;Czech Republic;19960630;182;70;64;60;63;60;60;60;65;66;63;63;62;64;62
Stöhr;Jan;Czech Republic;19910405;189;72;68;64;71;60;60;63;66;69;65;67;65;67;67
Stöhr;Pavel;Czech Republic;19910405;0;0;65;64;67;60;60;61;62;65;64;64;64;66;66
Volf;Michal;Czech Republic;19991119;0;0;61;60;61;60;60;60;60;61;61;61;60;60;60
Pastor Terol;Jorge;Spain;19960626;0;0;61;62;64;60;60;60;60;61;62;62;61;64;62
Hernandez;Sergio;Spain;19980119;0;0;60;63;62;60;60;60;60;61;60;60;61;61;62
García Pierna;Carlos;Spain;19990723;171;54;62;70;64;60;60;60;60;64;66;65;67;68;66
Ramirez;Jhon Stiven;Colombia;19990522;0;0;61;67;66;60;62;60;60;62;63;64;65;66;63
Muller;Gabriel;France;19851204;188;70;62;60;63;60;60;60;60;60;62;62;61;62;60
Zorko;Marin;Croatia;19970808;0;0;60;60;60;60;60;60;60;60;60;60;60;60;61
Kyzer;Parker;United States;19920605;0;0;62;60;64;60;60;60;60;60;62;62;63;63;60
Kirby;Quinton;United States;19961028;0;0;63;60;63;60;60;60;64;65;62;63;62;61;60
Ritzinger;Felix;Austria;19961223;191;80;68;65;65;60;71;70;64;64;66;70;62;70;70
Randall;Ricky;United States;19920506;0;0;63;62;64;60;60;60;60;60;60;60;61;63;60
Johnson;Zachary;Australia;20000404;0;0;62;60;62;60;60;60;60;62;61;61;60;61;62
Vrhovnik;Luka;Slovenia;19981205;0;0;60;66;60;60;60;60;60;61;60;61;60;62;61
Davis;Corey;United States;19921011;175;0;66;67;65;60;60;63;64;66;65;66;64;67;68
Bourgoyne;Lucas;United States;20000122;176;66;64;60;60;60;63;63;65;63;60;60;60;60;60
Smirnov;Aleksandr;Russia;19980210;180;69;64;60;63;61;60;60;67;67;62;65;61;61;60
Srbic;Toni;Croatia;20000531;0;0;63;60;62;60;60;61;61;62;62;61;60;61;60
Götzinger;Valentin;Austria;20001212;176;71;68;63;64;60;65;68;67;69;65;68;64;68;66
Barac;Antonio;Croatia;19970119;0;0;67;64;67;62;62;64;65;67;65;66;66;68;69
Achterberg;Yannik;Germany;19940125;0;0;66;62;65;60;60;60;66;67;65;66;64;66;66
